,start_date,"Broxden Park & Ride, Perth","Canal Street Car Park 3rd floor, Perth","Crown Inn Wynd Car Park, Auchterarder","Friarton Depot, Perth","King Street Car Park, Crieff","Kinross Park and Ride, Kinross","Leslie Street Car Park, Blairgowrie","Moness Terrace Car Park, Aberfeldy","Rie-Achan Road Car Park, Pitlochry","South Inch Car Park, Perth"
67,2016-03-16,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
68,2016-03-17,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
69,2016-03-18,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
70,2016-03-19,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
71,2016-03-20,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
72,2016-03-21,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
73,2016-03-22,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
74,2016-03-23,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
75,2016-03-24,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
76,2016-03-25,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
77,2016-03-26,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
78,2016-03-27,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
79,2016-03-28,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
80,2016-03-29,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
81,2016-03-30,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
82,2016-03-31,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
83,2016-04-01,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
84,2016-04-02,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
85,2016-04-03,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
86,2016-04-04,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
87,2016-04-05,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
88,2016-04-06,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
89,2016-04-07,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
90,2016-04-08,0.516677076826983,,,1.447981398185215,,,,,1.1671539442918863,
91,2016-04-09,30.3910764105768,,,1.447981398185215,0.151,46.556,36.313,,46.47715394429189,8.68
92,2016-04-10,60.12568252524769,,5.56,1.52048171832671,8.953,43.82,,16.58,16.42650453374329,30.301000000000002
93,2016-04-11,91.1795224237783,,,11.086967944617967,71.56,83.631,34.293,31.009999999999998,48.14457788154127,2.21
94,2016-04-12,97.2380797286546,,,9.346582370787953,34.907000000000004,29.62,28.61,13.568000000000001,52.33133035761469,69.783
95,2016-04-13,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
96,2016-04-14,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
97,2016-04-15,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
98,2016-04-16,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
99,2016-04-17,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
100,2016-04-18,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
101,2016-04-19,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
102,2016-04-20,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
103,2016-04-21,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
104,2016-04-22,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
105,2016-04-23,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
106,2016-04-24,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
107,2016-04-25,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
108,2016-04-26,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
109,2016-04-27,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
110,2016-04-28,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
111,2016-04-29,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
112,2016-04-30,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
113,2016-05-01,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
114,2016-05-02,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
115,2016-05-03,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
116,2016-05-04,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
117,2016-05-05,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
118,2016-05-06,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
119,2016-05-07,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
120,2016-05-08,1.005837301511945,,,0.9865823707879541,,,,,1.2413303576146903,
121,2016-05-09,127.45983730151194,,31.64,0.9578993695202421,,112.10000000000001,10.3,,28.68358949610008,28.018
122,2016-05-10,67.35848206291553,,7.26,0.7525082569382994,23.674,77.94,12.104,12.870000000000001,51.00151195165191,59.941
123,2016-05-11,88.20431487773365,,,11.060059193976178,30.652,96.91,35.86,12.969999999999999,29.020143198749754,65.396
124,2016-05-12,126.13531124084777,,,30.37945773488482,7.34,96.01100000000001,32.799,7.103,19.411712671989065,44.63
125,2016-05-13,,,,1.6467495479880894,,,,,2.282895121283498,
126,2016-05-14,,,,1.6467495479880894,,,,,2.282895121283498,
127,2016-05-15,,,,1.6467495479880894,,,,,2.282895121283498,
128,2016-05-16,,,,1.6467495479880894,,,,,2.282895121283498,
129,2016-05-17,,,,1.6467495479880894,,,,,2.282895121283498,
130,2016-05-18,,,,1.6467495479880894,,,,,2.282895121283498,
131,2016-05-19,,,,1.6467495479880894,,,,,2.282895121283498,
132,2016-05-20,,,,1.6467495479880894,,,,,2.282895121283498,
133,2016-05-21,,,,1.6467495479880894,,,,,2.282895121283498,
134,2016-05-22,,,,1.6467495479880894,,,,,2.282895121283498,
135,2016-05-23,,,,1.6467495479880894,,,,,2.282895121283498,
136,2016-05-24,,,,1.6467495479880894,,,,,2.282895121283498,
137,2016-05-25,,,,1.6467495479880894,,,,,2.282895121283498,
138,2016-05-26,,,,1.6467495479880894,,,,,2.282895121283498,
139,2016-05-27,,,,1.6467495479880894,,,,,2.282895121283498,
140,2016-05-28,,,,1.6467495479880894,,,,,2.282895121283498,
141,2016-05-29,,,,1.6467495479880894,,,,,2.282895121283498,
142,2016-05-30,,,,1.6467495479880894,,,,,2.282895121283498,
143,2016-05-31,,,,1.6467495479880894,,,,,2.282895121283498,
144,2016-06-01,,,,1.6467495479880894,,,,,2.282895121283498,
145,2016-06-02,,,,1.6467495479880894,,,,,2.282895121283498,
146,2016-06-03,,,,1.6467495479880894,,,,,2.282895121283498,
147,2016-06-04,,,,1.6467495479880894,,,,,2.282895121283498,
148,2016-06-05,,,,1.6467495479880894,,,,,2.282895121283498,
149,2016-06-06,,,,1.6467495479880894,,,,,2.282895121283498,
150,2016-06-07,,,,1.6467495479880894,,,,,2.282895121283498,
151,2016-06-08,,,,1.6467495479880894,,,,,2.282895121283498,
152,2016-06-09,59.0,,2.41,1.6467495479880894,,87.38,73.407,,17.309105239381804,21.64
153,2016-06-10,86.934,,16.68,5.755008854328922,56.014,37.8,,16.78,22.510450126252902,16.46
154,2016-06-11,132.367,,,10.797507498107958,,48.84,15.96,23.311999999999998,61.31105826657591,14.303999999999998
155,2016-06-12,87.65,,,31.504532322445833,84.225,76.972,22.548000000000002,,8.492484599446827,37.612
156,2016-06-13,,,,2.313540467443329,,,,,1.6967366478821,
157,2016-06-14,,,,2.313540467443329,,,,,1.6967366478821,
158,2016-06-15,,,,2.313540467443329,,,,,1.6967366478821,
159,2016-06-16,,,,2.313540467443329,,,,,1.6967366478821,
160,2016-06-17,,,,2.313540467443329,,,,,1.6967366478821,
161,2016-06-18,,,,2.313540467443329,,,,,1.6967366478821,
162,2016-06-19,,,,2.313540467443329,,,,,1.6967366478821,
163,2016-06-20,,,,2.313540467443329,,,,,1.6967366478821,
164,2016-06-21,,,,2.313540467443329,,,,,1.6967366478821,
165,2016-06-22,,,,2.313540467443329,,,,,1.6967366478821,
166,2016-06-23,,,,2.313540467443329,,,,,1.6967366478821,
167,2016-06-24,,,,2.313540467443329,,,,,1.6967366478821,
168,2016-06-25,,,,2.313540467443329,,,,,1.6967366478821,
169,2016-06-26,,,,2.313540467443329,,,,,1.6967366478821,
170,2016-06-27,,,,2.313540467443329,,,,,1.6967366478821,
171,2016-06-28,,,,2.313540467443329,,,,,1.6967366478821,
172,2016-06-29,,,,2.313540467443329,,,,,1.6967366478821,
173,2016-06-30,,,,2.313540467443329,,,,,1.6967366478821,
174,2016-07-01,,,,2.313540467443329,,,,,1.6967366478821,
175,2016-07-02,,,,2.313540467443329,,,,,1.6967366478821,
176,2016-07-03,,,,2.313540467443329,,,,,1.6967366478821,
177,2016-07-04,,,,2.313540467443329,,,,,1.6967366478821,
178,2016-07-05,,,,2.313540467443329,,,,,1.6967366478821,
179,2016-07-06,,,,2.313540467443329,,,,,1.6967366478821,
180,2016-07-07,,,,2.313540467443329,,,,,1.6967366478821,
181,2016-07-08,,,,2.313540467443329,,,,,1.6967366478821,
182,2016-07-09,26.769999999999996,,7.02,2.313540467443329,14.16,85.589,,,33.48715009541058,50.784
183,2016-07-10,154.7,,,1.7688450226854946,68.871,38.63,12.52,12.469999999999999,59.58933274478729,35.47
184,2016-07-11,77.56099999999999,,,20.403853330719155,48.732,82.07,26.25,7.92,14.298567693064001,4.08
185,2016-07-12,131.77100000000002,,,1.2257181555190808,13.09,79.86,35.019999999999996,12.0,11.231400792625116,80.043
186,2016-07-13,,,,1.437887496078458,,,,,2.3926196472497,
187,2016-07-14,,,,1.437887496078458,,,,,2.3926196472497,
188,2016-07-15,,,,1.437887496078458,,,,,2.3926196472497,
189,2016-07-16,,,,1.437887496078458,,,,,2.3926196472497,
190,2016-07-17,,,,1.437887496078458,,,,,2.3926196472497,
191,2016-07-18,,,,1.437887496078458,,,,,2.3926196472497,
192,2016-07-19,,,,1.437887496078458,,,,,2.3926196472497,
193,2016-07-20,,,,1.437887496078458,,,,,2.3926196472497,
194,2016-07-21,,,,1.437887496078458,,,,,2.3926196472497,
195,2016-07-22,,,,1.437887496078458,,,,,2.3926196472497,
196,2016-07-23,,,,1.437887496078458,,,,,2.3926196472497,
197,2016-07-24,,,,1.437887496078458,,,,,2.3926196472497,
198,2016-07-25,,,,1.437887496078458,,,,,2.3926196472497,
199,2016-07-26,,,,1.437887496078458,,,,,2.3926196472497,
200,2016-07-27,,,,1.437887496078458,,,,,2.3926196472497,
201,2016-07-28,,,,1.437887496078458,,,,,2.3926196472497,
202,2016-07-29,,,,1.437887496078458,,,,,2.3926196472497,
203,2016-07-30,,,,1.437887496078458,,,,,2.3926196472497,
204,2016-07-31,,,,1.437887496078458,,,,,2.3926196472497,
205,2016-08-01,,,,1.437887496078458,,,,,2.3926196472497,
206,2016-08-02,,,,1.437887496078458,,,,,2.3926196472497,
207,2016-08-03,,,,1.437887496078458,,,,,2.3926196472497,
208,2016-08-04,,,,1.437887496078458,,,,,2.3926196472497,
209,2016-08-05,,,,1.437887496078458,,,,,2.3926196472497,
210,2016-08-06,,,,1.437887496078458,,,,,2.3926196472497,
211,2016-08-07,,,,1.437887496078458,,,,,2.3926196472497,
212,2016-08-08,,,,1.437887496078458,,,,,2.3926196472497,
213,2016-08-09,44.132105460324674,,6.8,1.437887496078458,16.078,83.536,14.48,,16.414529809847924,
214,2016-08-10,122.31288795550006,,6.85,1.77409636717247,8.589293573740175,45.82,37.900000000000006,7.6899999999999995,24.57574048959248,68.84981091085764
215,2016-08-11,74.88288795550007,,,4.129935536238245,40.29817753120666,65.21199999999999,68.456,,17.44649206257612,6.773542327001828
216,2016-08-12,87.46288795550007,,,14.919885607086535,56.39817753120666,42.968,8.49,10.379999999999999,1.5263195881510927,33.50754232700183
217,2016-08-13,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
218,2016-08-14,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
219,2016-08-15,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
220,2016-08-16,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
221,2016-08-17,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
222,2016-08-18,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
223,2016-08-19,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
224,2016-08-20,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
225,2016-08-21,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
226,2016-08-22,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
227,2016-08-23,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
228,2016-08-24,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
229,2016-08-25,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
230,2016-08-26,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
231,2016-08-27,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
232,2016-08-28,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
233,2016-08-29,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
234,2016-08-30,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
235,2016-08-31,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
236,2016-09-01,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
237,2016-09-02,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
238,2016-09-03,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
239,2016-09-04,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
240,2016-09-05,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
241,2016-09-06,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
242,2016-09-07,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
243,2016-09-08,0.4828879555000568,,,2.813136628007752,0.3521775312066574,,,,1.9170259945036783,0.2335423270018277
244,2016-09-09,76.1742558746734,,,2.813136628007752,0.3521775312066574,,13.14,,7.4847013518953,37.25554232700182
245,2016-09-10,161.24,,22.42,19.267245380552062,34.065380490059965,30.1,8.5,,92.23849785940206,10.091919279087582
246,2016-09-11,187.85999999999999,,,1.6895580630329285,61.84399999999999,62.21,12.609,,16.162109285227633,19.47
247,2016-09-12,137.64,,,7.508406766763138,6.18,55.2,14.23,21.8,5.75941061738597,44.96
248,2016-09-13,70.37,,6.02,1.0328627491974955,27.29,76.321,17.255,2.2228976697061804,84.41468101517557,14.129999999999999
249,2016-09-14,67.191,,,0.9913778385919281,74.669,67.223,32.498,12.20210233029382,35.4333774065562,33.43
250,2016-09-15,16.6,,,0.9913778385919281,17.12,58.23,21.52,,31.85206934476168,17.596
251,2016-09-16,81.59,,,0.9913778385919281,6.53,9.549999999999999,10.450000000000001,,30.579007647548472,55.492000000000004
252,2016-09-17,89.819,,,0.9913778385919281,20.037,25.903999999999996,15.69,7.34,36.046002379775516,21.96
253,2016-09-18,73.78,,6.03,0.9913778385919281,9.95,55.06,40.295,9.96,27.13388513062106,62.245
254,2016-09-19,77.46000000000001,,13.72,15.54137783859193,14.39,64.5,44.166,,56.88458248390069,14.620000000000003
255,2016-09-20,35.33,,,3.351377838591928,15.27,31.61,9.713999999999999,19.76,34.91748670972578,40.877
256,2016-09-21,69.922,,10.7,15.52137783859193,50.38999999999999,81.175,39.36,4.98,65.94259001018082,20.334
257,2016-09-22,59.98,,,4.271377838591928,23.740000000000002,23.095999999999997,11.106,2.28,49.297297562331785,53.972
258,2016-09-23,122.96,,47.699999999999996,4.971377838591929,,70.57300000000001,33.76,11.219999999999999,71.60675116924853,46.3
259,2016-09-24,54.43,,16.61,8.431377838591928,19.258,54.290000000000006,,18.79,41.98560284833877,93.52
260,2016-09-25,140.123,,27.689999999999998,0.9913778385919281,30.197000000000003,26.331,14.56,,64.62888513062106,19.21
261,2016-09-26,182.58599999999998,,9.31,22.88617133045676,21.95,83.07,16.835,4.01,55.75824857818076,28.759999999999998
262,2016-09-27,94.23993103448277,,15.334,21.206584346727098,15.64,69.25999999999999,18.761,1.39,65.49975265418995,70.638
263,2016-09-28,78.85006896551724,,3.75,28.2391324935755,68.694,26.84,45.071999999999996,16.45,32.7585868019795,56.186
264,2016-09-29,80.723,,,11.973989850275023,5.26,89.88199999999999,10.85,36.86,13.039595345276872,22.19
265,2016-09-30,49.3,,31.866,15.621011171925252,27.594,51.606,28.61,12.58,70.45785685880932,53.44
266,2016-10-01,,,,0.9913778385919281,,,,,1.7378851306210588,
267,2016-10-02,,,,0.9913778385919281,,,,,1.7378851306210588,
268,2016-10-03,,,,0.9913778385919281,,,,,1.7378851306210588,
269,2016-10-04,,,,0.9913778385919281,,,,,1.7378851306210588,
270,2016-10-05,,,,0.9913778385919281,,,,,1.7378851306210588,
271,2016-10-06,,,,0.9913778385919281,,,,,1.7378851306210588,
272,2016-10-07,,,,0.9913778385919281,,,,,1.7378851306210588,
273,2016-10-08,,,,0.9913778385919281,,,,,1.7378851306210588,
274,2016-10-09,88.61,,19.060000000000002,0.9913778385919281,4.57,46.129999999999995,7.53,,49.38558544593237,92.229
275,2016-10-10,90.91726577504224,,3.7,9.614681838229972,92.19500000000001,47.09,28.89,17.54,88.13214176676603,
276,2016-10-11,112.23189300506743,,,1.4592325028363442,13.62,66.387,25.35,4.68,20.27938845967128,59.72
277,2016-10-12,89.17289300506745,,,13.582089707324322,,20.37,40.730000000000004,19.92,1.4491459017896238,96.639
278,2016-10-13,68.27489300506745,,,15.27876326104333,66.696,6.54,42.69,28.014999999999997,41.32552817953415,46.492999999999995
279,2016-10-14,149.64689300506745,,6.19,16.268261046417425,33.26,60.2,34.63,,70.65364587711612,20.009999999999998
280,2016-10-15,102.66189300506744,,10.3,13.6433759620532,7.87,36.870000000000005,61.059999999999995,12.889999999999999,56.39253051384981,55.697
281,2016-10-16,89.89978774190956,,,13.6433759620532,9.370999999999999,74.718,27.515,,55.180291707879654,32.269999999999996
282,2016-10-17,80.25399826822535,,29.43,31.377743272796426,,42.479,7.44,16.055,59.962391015038996,23.902
283,2016-10-18,76.25689300506745,,,22.76656314053871,46.351,89.73,15.17,33.68,32.88346405426361,50.959942065491184
284,2016-10-19,83.62189300506745,,12.205,26.05062981341026,20.321,46.862,18.63,,90.78002005433635,41.04105793450882
285,2016-10-20,101.31189300506745,,27.691,19.908576663442762,4.088,84.549,12.780999999999999,22.887999999999998,72.68940197403936,98.985
286,2016-10-21,99.39189300506744,,31.03,48.001137736820496,61.339,52.37,39.103,12.11,35.39529390372605,35.84
287,2016-10-22,98.82389300506745,,,31.152470214667435,2.52,25.65,35.16,26.94,60.22617924587359,66.522
288,2016-10-23,142.53289300506745,,15.735,16.259493022241447,16.33,44.2,29.352,,72.22029170787967,71.44
289,2016-10-24,167.32189300506747,,,24.813922101898406,53.47,98.82,7.36,25.189999999999998,56.43729170787966,75.682
290,2016-10-25,152.08589300506745,,,28.4651510893488,85.219,93.06,39.162000000000006,14.989999999999998,70.14682527678426,38.888
291,2016-10-26,58.51889300506745,,,21.814575224504296,,142.02100000000002,16.34,15.82,109.60103999225691,82.59400000000001
292,2016-10-27,140.29930386693286,,,18.688053212618303,92.281,8.171,24.145000000000003,50.510000000000005,95.3850098545978,37.38
293,2016-10-28,105.93748214320203,,,11.02400140064365,20.9,93.955,18.98,14.53,97.74529170787967,41.95882352941177
294,2016-10-29,91.15989300506746,,,7.831657813636614,12.280000000000001,101.82,21.82,6.67,28.14029170787966,38.29117647058824
295,2016-10-30,124.63189300506745,,,13.952845212621977,50.358000000000004,67.19,67.738,29.78,59.99397885871765,37.234
296,2016-10-31,33.97189300506745,,,6.117844409281772,22.274,90.718,25.17,,11.433604557041667,5.041
297,2016-11-01,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
298,2016-11-02,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
299,2016-11-03,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
300,2016-11-04,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
301,2016-11-05,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
302,2016-11-06,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
303,2016-11-07,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
304,2016-11-08,0.2718930050674503,,,1.7020897073243213,,,,,1.2732917078796586,
305,2016-11-09,54.62889300506745,,27.34,1.7020897073243213,48.336,28.0,53.212,,29.833291707879663,39.171
306,2016-11-10,49.480944072934406,,7.5600000000000005,1.4560481629785436,18.223,106.40100000000001,39.07,48.01,44.76977974898928,27.67
