,start_date,1100 Spruce St,1100 Walnut St,1360 Gillaspie Dr,1500 Pearl St,3172 Broadway,900 Walnut St
425,2019-03-02,52.054,,9.466,8.904,56.062000000000005,73.326
426,2019-03-03,48.32,,21.524,35.612,107.658,
427,2019-03-04,36.922,47.35199999999999,33.964,58.57,35.352,
428,2019-03-05,106.50999999999999,40.468,,4.632,30.926,89.25
429,2019-03-06,35.104,28.094,22.888,,33.654,41.632
430,2019-03-07,45.172,12.932,13.146,,93.952,158.624
431,2019-03-08,70.178,27.912,22.016,,40.25,48.39
432,2019-03-09,95.808,91.474,4.06,85.19800000000001,36.025999999999996,
433,2019-03-10,35.598,44.885999999999996,34.852,,101.224,
434,2019-03-11,22.201999999999998,52.808,20.67,31.682,31.284,16.526
435,2019-03-12,,18.740000000000002,57.611999999999995,24.862,77.282,32.39
436,2019-03-13,,,,,9.49,
437,2019-03-14,9.232,12.547999999999998,30.104,18.63,69.11,33.186
438,2019-03-15,86.434,35.874,27.984,24.046,39.068,112.056
439,2019-03-16,50.04600000000001,22.985999999999997,56.635999999999996,93.104,29.78,47.56
440,2019-03-17,57.842,21.286,53.416,22.776,97.888,66.114
441,2019-03-18,66.698,74.106,24.474,,93.9423962264151,36.31400000000001
442,2019-03-19,24.944,85.768,34.275999999999996,10.696,71.79160377358491,112.922
443,2019-03-20,112.078,60.508,,17.26,48.47,103.06400000000001
444,2019-03-21,62.332,85.80799999999999,,25.821999999999996,35.302,94.024
445,2019-03-22,32.48,15.544,26.562,80.55,68.652,225.166
446,2019-03-23,30.906,12.056,,5.452,39.634,63.024
447,2019-03-24,46.57600000000001,19.658,56.512,90.97200000000001,85.27,76.054
448,2019-03-25,80.672,,,51.513999999999996,136.05599999999998,28.86
449,2019-03-26,44.05,27.058,,13.18,98.716,29.722
450,2019-03-27,63.554,31.116,26.403999999999996,10.928,53.56,15.818
451,2019-03-28,18.392,,,14.193999999999999,5.254,26.118
452,2019-03-29,16.166,28.884,,,58.828,58.635999999999996
453,2019-03-30,50.733999999999995,,,5.158,58.452,36.854
454,2019-03-31,58.29,20.734,57.448,,66.85600000000001,
455,2019-04-01,62.938,44.294,31.994,,94.61,20.4
456,2019-04-02,60.09,14.778,61.437999999999995,39.032,81.762,30.802
457,2019-04-03,117.794,13.814,12.408,,83.02799999999999,32.342
458,2019-04-04,,14.132000000000001,,29.964,100.83638857142857,143.844
459,2019-04-05,43.444,16.408,12.004,35.432,98.71361142857143,70.354
460,2019-04-06,24.54,31.854,7.5440000000000005,40.746,68.628,59.918
461,2019-04-07,37.666,42.356,29.868,,61.58200000000001,67.346
462,2019-04-08,62.51800000000001,,7.638,61.518,121.446,14.448
463,2019-04-09,42.182,24.546,44.952,,86.01493617021278,
464,2019-04-10,20.028,,22.241999999999997,21.086,60.20106382978723,35.59
465,2019-04-11,,,,26.538000000000004,74.748,79.592
466,2019-04-12,52.513999999999996,14.918,43.768,27.338000000000005,54.19,109.448
467,2019-04-13,66.904,61.254000000000005,25.066000000000003,43.794000000000004,89.36816309012875,40.304
468,2019-04-14,59.938,22.428,81.61600000000001,,150.63583690987124,110.44999999999999
469,2019-04-15,26.759999999999998,7.474,,25.948,73.42,
470,2019-04-16,41.124,5.09,36.176,14.713999999999999,82.304,44.678
471,2019-04-17,83.65,11.518,,28.894,103.68121461187215,50.885999999999996
472,2019-04-18,70.344,37.884,30.222,26.186,71.91449315068493,65.878
473,2019-04-19,52.548,42.226,5.628,3.444,70.32429223744292,112.25200000000001
474,2019-04-20,87.364,,,,73.67999999999999,84.132
475,2019-04-21,14.474,,,32.35,44.606,46.008
476,2019-04-22,13.422,10.178,24.324000000000005,,90.42814201183432,31.284
477,2019-04-23,2.33,,44.653999999999996,,93.74985798816567,72.818
478,2019-04-24,80.814,2.044,16.516,,58.596,59.562
479,2019-04-25,,5.15,29.486,45.554,84.02175483870968,106.206
480,2019-04-26,22.214,53.022000000000006,17.16,74.57000000000001,59.700245161290326,45.258
481,2019-04-27,11.262,52.838,46.044,62.372,82.306,81.502
482,2019-04-28,45.004000000000005,32.302,23.06,29.867999999999995,91.856,56.244
483,2019-04-29,26.186,,30.525999999999996,41.39,38.404,59.096000000000004
484,2019-04-30,20.808,12.992,35.59,61.519999999999996,128.06575757575757,33.666
485,2019-05-01,12.006,31.344,12.276,17.174,65.61824242424242,19.612
486,2019-05-02,63.67,20.986,39.0,14.918,28.66141116751269,50.454
487,2019-05-03,27.776,,2.036,28.2,72.77329889165891,76.44
488,2019-05-04,,31.516,113.65999999999998,77.50399999999999,32.9332899408284,75.592
489,2019-05-05,70.344,28.156,46.324,23.113999999999997,94.258,12.736
490,2019-05-06,,56.19,41.474000000000004,42.678,107.5,63.92
491,2019-05-07,37.42199999999999,5.3100000000000005,42.366,,91.01628571428571,69.14
492,2019-05-08,44.01,,,54.194,91.78171428571429,133.71
493,2019-05-09,,,22.542,15.028,99.74989473684211,115.02399999999999
494,2019-05-10,70.17399999999999,13.906000000000002,,92.81599999999999,114.28210526315789,32.668
495,2019-05-11,35.064,3.776,,49.996,95.25,37.64
496,2019-05-12,41.296,,,68.732,94.276,71.17
497,2019-05-13,27.778,25.5,23.544,,94.868,100.39
498,2019-05-14,36.440000000000005,52.327999999999996,145.114,58.486000000000004,127.9430322580645,70.254
499,2019-05-15,46.244,28.608,49.738,25.786,88.42696774193548,90.44
500,2019-05-16,19.106,25.701999999999998,8.032,53.37800000000001,96.606,182.162
501,2019-05-17,45.108,76.042,12.252000000000002,41.42400000000001,95.86399999999999,130.186
502,2019-05-18,2.414,44.936,,62.718,68.15,60.46800000000001
503,2019-05-19,28.189999999999998,14.736,,,113.384,66.414
504,2019-05-20,82.2,39.384,22.286,23.048000000000002,113.24199999999999,70.866
505,2019-05-21,15.632,31.682000000000002,59.594,25.798000000000002,148.608,122.87599999999999
506,2019-05-22,63.44,29.316,49.998000000000005,19.758000000000003,124.84816410256411,32.478
507,2019-05-23,92.514,95.24,118.81400000000002,38.294,71.12467701893122,50.344
508,2019-05-24,41.56,45.782,48.35,67.008,83.48515887850468,106.20599999999999
509,2019-05-25,54.239999999999995,14.908,6.922,140.268,68.178,86.422
510,2019-05-26,13.058,44.562000000000005,,135.432,51.214000000000006,101.29599999999999
511,2019-05-27,29.016000000000002,4.096,62.964,,77.61207804878049,100.79599999999999
512,2019-05-28,45.74,8.86,10.542000000000002,10.564,98.45992195121951,39.730000000000004
513,2019-05-29,30.006,15.698,7.7860000000000005,,90.596,18.782
514,2019-05-30,43.178,11.006,22.992,17.584,36.21009756097561,65.414
515,2019-05-31,42.525999999999996,18.9,2.832,40.688,17.48990243902439,37.354
516,2019-06-01,91.754,80.97,38.663999999999994,6.742,80.89200000000001,47.094
517,2019-06-02,81.068,33.95,,42.256,101.464,29.48
518,2019-06-03,100.206,,16.98,,65.63,
519,2019-06-04,8.634,,30.116,42.716,58.03345945945946,33.29599999999999
520,2019-06-05,15.45,28.330000000000002,21.288,8.846,70.78454054054055,3.068
521,2019-06-06,74.282,26.496,13.118,11.46,110.392,114.732
522,2019-06-07,39.736,29.338,,,,68.12
523,2019-06-08,36.866,8.322,22.272,,82.744,53.272
524,2019-06-09,41.286,22.41,27.073999999999998,52.692,78.92399999999999,43.62
525,2019-06-10,87.4,,,9.148,106.624,44.081999999999994
526,2019-06-11,52.556,31.898,36.452,,78.872,60.416000000000004
527,2019-06-12,,2.284,,19.5,105.422,38.334
528,2019-06-13,16.802,14.29,71.94800000000001,30.142000000000003,64.254,19.83
529,2019-06-14,68.444,31.046,3.162,43.144000000000005,87.72869565217391,36.702
530,2019-06-15,46.836000000000006,68.538,44.378,50.858,122.78530434782608,45.306
531,2019-06-16,18.012,20.42,4.402,,95.60799999999999,20.332
532,2019-06-17,46.068,40.025999999999996,8.086,31.878,113.392,169.222
533,2019-06-18,,14.15,16.12,10.502,64.602,115.694
534,2019-06-19,54.75399999999999,51.43600000000001,66.05799999999999,48.542,146.0452857142857,44.478
535,2019-06-20,61.754000000000005,16.468,,51.111999999999995,164.97308743386245,37.327999999999996
536,2019-06-21,25.938,11.8,10.06,106.926,188.80562685185186,56.268
537,2019-06-22,27.028,,43.763999999999996,15.27,82.32199999999999,
538,2019-06-23,3.056,47.614,3.51,37.958,68.374,56.19199999999999
539,2019-06-24,35.68,21.064,9.527999999999999,17.446,96.568,31.514000000000003
540,2019-06-25,13.112,23.262,82.176,29.906,120.91,2.418
541,2019-06-26,45.066,83.602,5.768,17.006,102.978,
542,2019-06-27,,40.608,23.382,,67.952,44.644
543,2019-06-28,1.78,51.042,101.638,61.605999999999995,91.274,72.804
544,2019-06-29,,105.1,17.622,48.105999999999995,77.768,26.92
545,2019-06-30,16.098,20.01,40.71000000000001,23.43,73.478,
546,2019-07-01,38.51,,,70.316,137.22799999999998,77.63
547,2019-07-02,,,35.662,27.385999999999996,69.48400000000001,31.338
548,2019-07-03,13.348,0.114,,25.51,49.032,46.838
549,2019-07-04,37.854,13.416,45.938,,65.62,
550,2019-07-05,28.87,,,12.752,,95.316
551,2019-07-06,28.072,92.76,124.70599999999999,15.094,51.129999999999995,51.86
552,2019-07-07,23.422,20.61,7.322,76.588,78.714,18.442
553,2019-07-08,65.484,13.022,20.086,,134.714,76.81
554,2019-07-09,65.33200000000001,85.71600000000001,23.898,43.29,78.532,143.47400000000002
555,2019-07-10,112.762,40.674,92.232,38.014,85.18599999999999,73.152
556,2019-07-11,15.33,29.772,6.098,8.27,86.674,56.72
557,2019-07-12,2.462,36.736000000000004,50.656,45.412,147.752,48.268
558,2019-07-13,53.760000000000005,35.356,27.352,30.528,76.33,88.52144736842105
559,2019-07-14,23.972,53.96,5.634,82.15,110.064,133.9368471617332
560,2019-07-15,,,10.963999999999999,,107.75800000000001,43.44370546984575
561,2019-07-16,39.218,18.104,60.73400000000001,31.534,83.422,63.646
562,2019-07-17,16.637999999999998,59.068000000000005,38.932,18.744,126.2375719063545,101.328
563,2019-07-18,46.922,41.912,94.496,37.72,96.55442809364548,70.36800000000001
564,2019-07-19,10.39,78.476,112.142,26.07,124.23599999999999,191.74336239782016
565,2019-07-20,42.592,60.324000000000005,9.068,135.06199999999998,39.164,61.37463760217984
566,2019-07-21,5.86,109.73599999999999,22.726,37.914,92.474,85.042
567,2019-07-22,30.574,3.026,20.239999999999995,22.458000000000002,147.70600000000002,106.9
568,2019-07-23,32.846,16.166,55.94800000000001,,105.352,157.26600000000002
569,2019-07-24,30.338,14.074,28.506,10.522000000000002,94.278,36.758
570,2019-07-25,41.986000000000004,45.394,31.125999999999998,68.262,82.39399999999999,61.896
571,2019-07-26,70.67599999999999,,2.584,,41.478,24.1
572,2019-07-27,35.288,46.09,36.94,84.524,136.686,17.074
573,2019-07-28,68.798,66.4,17.299999999999997,39.211999999999996,93.756,98.158
574,2019-07-29,13.788,,10.791999999999998,23.736000000000004,62.526,149.026
575,2019-07-30,54.852000000000004,79.212,26.84,23.693999999999996,136.03,51.467999999999996
576,2019-07-31,51.824,37.882,,,57.708,154.496
577,2019-08-01,18.064,21.168,25.448,43.696,107.142,166.61599999999999
578,2019-08-02,35.076,19.252000000000002,36.198,14.29,31.826000000000004,62.034
579,2019-08-03,43.150000000000006,63.58,68.14800000000001,51.608,2.092,74.89
580,2019-08-04,11.402,9.714,,59.812,53.02,29.056
581,2019-08-05,4.742,18.802,3.112,7.834,83.146,54.13
582,2019-08-06,30.208,,33.629999999999995,,107.786,10.77
583,2019-08-07,108.63676190476191,16.83,32.72,70.684,47.006,96.82600000000001
584,2019-08-08,129.34923809523806,53.84,42.796,30.270000000000003,88.246,68.64
585,2019-08-09,36.49,52.696000000000005,34.098,,106.988,114.05600000000001
586,2019-08-10,11.496,26.060000000000002,32.506,91.50999999999999,25.774,42.208000000000006
587,2019-08-11,16.118000000000002,16.266,26.91,69.382,38.472,69.152
588,2019-08-12,15.67,14.11,30.148,20.776,53.952,72.34
589,2019-08-13,68.74000000000001,28.552000000000003,10.94,2.484,46.416,69.15
590,2019-08-14,21.706,1.578,15.99,59.705999999999996,,78.874
591,2019-08-15,80.858,39.01,0.588,33.672000000000004,43.232,186.972
592,2019-08-16,87.696,66.482,3.818,1.318,72.664,126.642
593,2019-08-17,57.54,77.162,41.428,49.902,23.674,78.182
594,2019-08-18,63.876000000000005,117.50800000000001,61.087999999999994,19.08,43.9,74.20400000000001
595,2019-08-19,10.66,,,58.866,81.78,37.592
596,2019-08-20,30.42,96.082,80.134,21.478,119.68599999999999,83.33200000000001
597,2019-08-21,64.80600000000001,63.644,33.656,87.812,42.512,140.27381818181817
598,2019-08-22,72.352,86.342,36.278,83.186,76.382,89.78618181818182
599,2019-08-23,11.466000000000001,25.78,,88.662,77.34,45.622
600,2019-08-24,15.726,37.044,9.402000000000001,96.076,73.362,36.14999999999999
601,2019-08-25,48.724000000000004,61.696000000000005,2.748,27.024,57.83,64.884
602,2019-08-26,40.326,73.798,7.11,92.922,114.292,196.42399999999998
603,2019-08-27,45.448,80.812,60.254000000000005,37.757999999999996,96.298,100.304
604,2019-08-28,53.397999999999996,32.478,59.932,158.518,92.602,52.696
605,2019-08-29,10.762,28.266,43.798,83.206,72.69,62.8544705882353
606,2019-08-30,7.786,67.42999999999999,36.391999999999996,24.601999999999997,61.839999999999996,118.2795294117647
607,2019-08-31,27.065999999999995,68.62,108.40799999999999,72.112,44.178,108.956
608,2019-09-01,23.894,,16.748,118.714,58.35,21.662
609,2019-09-02,92.482,50.22,24.095999999999997,41.60999999999999,83.12,24.583999999999996
610,2019-09-03,24.856,20.2,22.147999999999996,64.624,108.212,148.77
611,2019-09-04,35.354,52.17,53.760000000000005,60.018,97.896,40.146
612,2019-09-05,77.93599999999999,25.845999999999997,,128.898,91.8,129.08
613,2019-09-06,44.846000000000004,43.242000000000004,75.16199999999999,145.46200000000002,71.358,103.568
614,2019-09-07,18.664,47.605999999999995,51.589999999999996,21.49,54.976,150.296
615,2019-09-08,35.902,15.302,,91.612,39.099999999999994,17.574
616,2019-09-09,51.05,,49.186,70.81400000000001,33.606,129.62800000000001
617,2019-09-10,,,48.416000000000004,32.424,97.77000000000001,73.8
618,2019-09-11,93.156,,17.716,55.91199999999999,53.510000000000005,71.728
619,2019-09-12,41.730000000000004,17.438000000000002,56.44800000000001,65.66,62.046,98.498
620,2019-09-13,74.95470476190475,60.25399999999999,14.458,105.934,59.882,151.916
621,2019-09-14,75.12929523809524,36.87156687898089,15.001999999999999,151.68599999999998,97.814,95.778
622,2019-09-15,44.897999999999996,24.47443312101911,66.34400000000001,36.264,74.402,99.874
623,2019-09-16,,,72.092,138.62,108.114,16.43
624,2019-09-17,67.724,15.172,61.676,50.878,42.519999999999996,123.294
625,2019-09-18,31.052,11.508,12.91,55.854,58.31400000000001,89.014
626,2019-09-19,61.995999999999995,25.183999999999997,40.093999999999994,40.550000000000004,84.208,125.924
627,2019-09-20,45.906,39.324,48.92,78.202,46.57,80.83
628,2019-09-21,80.434,47.658,2.112,53.534000000000006,39.006,119.78
629,2019-09-22,25.458,10.932,30.116,21.028,56.182,44.74
630,2019-09-23,23.86,72.996,9.434000000000001,56.477999999999994,69.908,105.956
631,2019-09-24,24.502000000000002,15.798000000000002,,,23.264,53.617999999999995
632,2019-09-25,62.821999999999996,,5.052,81.22,121.09,66.914
633,2019-09-26,45.852000000000004,15.869999999999997,42.444,27.05,107.62599999999999,104.238
634,2019-09-27,48.93,93.828,18.396,23.165999999999997,28.273999999999997,98.678
635,2019-09-28,66.792,12.428,37.29,49.132,34.282,
636,2019-09-29,13.046,10.23,32.62,42.73,76.26,29.588
637,2019-09-30,17.992,22.964,2.68,58.94,62.94199999999999,92.908
638,2019-10-01,48.608,19.32,15.864,,93.13,137.058
639,2019-10-02,,19.376,4.084,84.734,91.986,110.162
640,2019-10-03,129.10399999999998,28.878,49.68599999999999,57.581999999999994,107.39399999999999,39.538
641,2019-10-04,34.322,100.286,76.056,104.772,100.034,36.902
642,2019-10-05,57.104,12.968,2.93,49.739235955056174,69.896,17.71
643,2019-10-06,39.406,58.726,,77.05676404494382,71.93,18.412
644,2019-10-07,4.976,55.484,3.152,78.488,100.84,97.674
645,2019-10-08,5.148,45.025999999999996,11.734,33.94,86.456,
646,2019-10-09,19.195999999999998,48.284,64.856,84.218,42.64,195.26000000000002
647,2019-10-10,,23.406,2.7359999999999998,28.574,58.106,38.596000000000004
648,2019-10-11,71.032,106.22,61.205999999999996,81.598,52.63,173.648
649,2019-10-12,39.147999999999996,72.88,20.808,108.304,80.982,39.192
650,2019-10-13,67.03999999999999,41.796,55.372,27.317999999999998,69.354,176.272
651,2019-10-14,26.662,16.148000000000003,13.738000000000001,131.208,10.091999999999999,124.86999999999998
652,2019-10-15,37.455999999999996,36.89999999999999,8.474,66.06200000000001,57.654,60.28
653,2019-10-16,12.606,61.440000000000005,,83.544,77.87,61.292
654,2019-10-17,9.31,57.724000000000004,9.962,25.851999999999997,61.968,86.436
655,2019-10-18,131.326,8.094,15.756,81.648,53.866,95.412
656,2019-10-19,45.298,84.30999999999999,,25.822000000000003,77.746,192.446
657,2019-10-20,,18.386000000000003,50.81169430051813,11.618,92.166,12.588
658,2019-10-21,30.544000000000004,54.309999999999995,45.010305699481876,62.63199999999999,118.294,59.778000000000006
659,2019-10-22,11.186,33.828,5.638,57.884,44.178000000000004,139.62199999999999
660,2019-10-23,75.85799999999999,67.514,49.556000000000004,107.14599999999999,123.676,72.148
661,2019-10-24,57.5,55.22,30.067999999999998,33.308,49.888,157.75
662,2019-10-25,53.02560563380281,102.494,6.106,42.746,88.28999999999999,54.150000000000006
663,2019-10-26,52.20839436619718,46.43,47.2,71.704,82.58,63.286
664,2019-10-27,6.016,,,6.746,101.614,7.792
665,2019-10-28,36.768,,38.044,60.312000000000005,59.33,43.226000000000006
666,2019-10-29,,21.192,53.553999999999995,,6.558,74.71
667,2019-10-30,21.01,74.94200000000001,61.814,12.802,97.038,105.644
668,2019-10-31,96.452,3.546,69.236,60.294,18.66,39.84
669,2019-11-01,98.80000000000001,137.67600000000002,30.634,90.188,103.61600000000001,131.32999999999998
670,2019-11-02,11.178,73.3,100.07599999999998,65.798,46.775999999999996,47.2
671,2019-11-03,62.214,8.652,20.196,7.622,127.416,62.150000000000006
672,2019-11-04,10.854,42.442,42.37509826589596,64.46000000000001,108.63399999999999,42.42
673,2019-11-05,,16.23,16.306901734104038,68.0,75.69399999999999,144.06799999999998
674,2019-11-06,41.494,51.466,47.61,120.214,61.512,56.84
675,2019-11-07,143.638,61.918,7.406000000000001,37.122,101.168,132.138
676,2019-11-08,15.488,79.19,52.574000000000005,58.716,123.93,86.19800000000001
677,2019-11-09,61.11,62.44,0.598,70.964,79.05799999999999,50.396
678,2019-11-10,61.08,92.374,29.636000000000003,,100.098,58.314
679,2019-11-11,51.884,,0.618,10.22,57.386,51.174
680,2019-11-12,31.7,72.842,45.646,106.46,52.81400000000001,69.86600000000001
681,2019-11-13,15.104000000000001,28.201999999999998,47.824,51.266000000000005,80.854,9.354
682,2019-11-14,,76.102,0.844,65.786,40.09,130.332
683,2019-11-15,73.274,82.786,36.598,56.258,72.768,41.984
684,2019-11-16,48.466,21.226000000000003,,12.556,62.467999999999996,64.986
685,2019-11-17,59.523999999999994,,28.36,14.116,47.592,12.846
686,2019-11-18,11.898,75.758,6.466,51.465999999999994,112.132,64.14800000000001
687,2019-11-19,26.490000000000002,21.796,9.01,51.168,79.286,34.584
688,2019-11-20,60.358000000000004,40.236000000000004,32.013999999999996,31.451999999999998,63.692,74.182
689,2019-11-21,96.856,79.548,6.292,,90.484,90.29
690,2019-11-22,161.032,13.548,5.47,42.18,51.032,129.038
691,2019-11-23,46.708,101.402,,37.467999999999996,91.718,110.766
692,2019-11-24,54.144,25.48,28.598000000000003,9.56,104.302,21.882
693,2019-11-25,2.986,8.444,,54.20399999999999,59.870000000000005,154.018
694,2019-11-26,33.75,,,,,
695,2019-11-27,9.526,33.309999999999995,23.628,,62.496,100.08646413502109
696,2019-11-28,,9.94,,,,30.653535864978906
697,2019-11-29,11.582,58.452,35.712,83.22,89.03800000000001,58.336
698,2019-11-30,27.262,54.356,6.544,,56.764,7.728
699,2019-12-01,48.9,17.388,10.882,67.562,31.284,69.386
700,2019-12-02,29.057999999999996,17.652,25.156,,48.782,62.634
701,2019-12-03,28.157999999999998,49.66,44.254000000000005,39.704,68.65,69.464
702,2019-12-04,114.162,32.646,36.908,64.18,102.632,39.414
703,2019-12-05,22.698,98.28200000000001,10.69,84.152,55.64,58.238
704,2019-12-06,42.814,71.774,32.454,98.72000000000001,59.74400000000001,169.35988235294118
705,2019-12-07,63.21,94.092,,11.71,77.186,127.96072989195679
706,2019-12-08,47.03,24.310000000000002,13.688000000000002,14.148,62.748000000000005,50.13338775510205
707,2019-12-09,49.242,29.134,4.292,64.938,82.268,41.342
708,2019-12-10,15.76961111111111,47.03,40.44,11.782,86.51400000000001,174.396
709,2019-12-11,66.6463888888889,,27.852,124.28999999999999,125.156,38.79600000000001
710,2019-12-12,43.784,89.17,9.956,64.12,82.406,88.208
711,2019-12-13,110.048,80.774,40.93600000000001,78.414,116.90799999999999,80.868
712,2019-12-14,60.886,31.962,,46.604,81.15,104.032
713,2019-12-15,47.641999999999996,18.274,35.332,31.792,60.25,19.002
714,2019-12-16,51.44199999999999,26.472,60.467999999999996,72.662,130.102,48.272
715,2019-12-17,63.948,75.886,64.66,65.44000000000001,86.27799999999999,105.366
716,2019-12-18,78.834,62.94200000000001,17.04,8.006,116.152,112.196
717,2019-12-19,75.266,71.598,,72.106,74.344,105.46
718,2019-12-20,63.288000000000004,,8.02,47.54,46.88799999999999,20.413999999999998
719,2019-12-21,130.278,83.08200000000001,18.16,82.214,47.372,31.322
720,2019-12-22,63.114,41.42,5.76,60.918000000000006,117.518,112.318
721,2019-12-23,67.202,7.346,26.268,13.062,67.184,26.709999999999997
722,2019-12-24,36.620654320987654,26.972,,,45.804,
723,2019-12-25,25.70134567901235,,,,,
724,2019-12-26,72.86999999999999,0.064,,60.836,85.516,45.142
725,2019-12-27,22.544,19.378,,,84.368,74.32
726,2019-12-28,18.372,44.744,20.266,,,51.448
727,2019-12-29,38.57,41.73,,37.832,112.916,40.228
728,2019-12-30,19.124,21.324,4.486,13.474,67.632,22.742
729,2019-12-31,38.62,34.474,6.766,26.89,44.638000000000005,18.878
730,2020-01-01,46.916,8.282,,12.542,31.316000000000003,2.952
731,2020-01-02,8.156,83.226,,,123.244,151.182
732,2020-01-03,19.387999999999998,73.492,44.794,86.098,70.08200000000001,19.218
733,2020-01-04,49.524,86.462,5.888,41.392,30.064,60.092000000000006
734,2020-01-05,41.620000000000005,10.186,,23.114,122.528,42.84
735,2020-01-06,26.578,58.234,17.022,39.82,151.87800000000001,88.106
736,2020-01-07,24.7,80.362,,24.276000000000003,93.084,20.518
737,2020-01-08,49.068,45.492,,28.67,110.746,79.936
738,2020-01-09,64.984,17.124,28.018,88.834,113.96000000000001,107.202
739,2020-01-10,57.428,114.68799999999999,66.968,,100.01,70.15599999999999
740,2020-01-11,139.042,96.608,34.284,59.9,43.604,59.168
741,2020-01-12,48.766,,,,80.59599999999999,77.168
742,2020-01-13,46.146,33.226,50.872,93.628,68.006,23.852
743,2020-01-14,42.484,122.72399999999999,20.432,71.366,70.49,86.64
744,2020-01-15,9.628,29.542,23.188000000000002,26.75,,32.642
745,2020-01-16,95.99,49.936,68.634,72.666,,
746,2020-01-17,36.542,51.108,39.9,18.396,,21.582
747,2020-01-18,53.428,32.852000000000004,16.83,72.77799999999999,,59.690000000000005
748,2020-01-19,52.08,56.182,94.108,10.862,10.072,21.68
749,2020-01-20,29.82,16.708,6.09,74.22200000000001,85.37,21.758
750,2020-01-21,77.89399999999999,23.11,37.742,56.512,79.902,23.166
751,2020-01-22,26.7,110.6,23.656,22.716,85.29,17.2
752,2020-01-23,45.846000000000004,53.656,40.654,30.538,101.43799999999999,239.724
753,2020-01-24,30.012,69.75399999999999,56.198,35.378,65.712,57.75
754,2020-01-25,83.984,49.066,29.002,21.228,54.848,68.94200000000001
755,2020-01-26,22.416,56.834,,70.396,106.97,66.878
756,2020-01-27,128.81,39.53999999999999,65.816,38.078,96.46799999999999,36.218
757,2020-01-28,54.328,62.034000000000006,58.332,139.04729032258064,89.46000000000001,
758,2020-01-29,2.884,27.907999999999998,32.158,40.38470967741935,72.55799999999999,95.214
759,2020-01-30,40.102000000000004,40.14,26.02,,66.21,195.19
760,2020-01-31,35.598,97.36399999999999,39.884,44.772,79.858,30.020000000000003
761,2020-02-01,129.334,29.23,42.98400000000001,33.418000000000006,85.662,58.364
762,2020-02-02,3.106,18.086,,4.508,63.976,7.302
763,2020-02-03,93.838,2.37,22.694,49.502,22.566000000000003,37.302
764,2020-02-04,70.822,85.998,18.058,75.116,15.282,
765,2020-02-05,75.43599999999999,28.394,40.978,64.568,117.922,104.336
766,2020-02-06,89.05399999999999,174.288,45.598,23.272,49.738,35.751999999999995
767,2020-02-07,72.218,,81.72800000000001,21.002,58.198,95.648
768,2020-02-08,34.266000000000005,18.298,0.97,11.148,48.126,10.324
769,2020-02-09,23.43,,16.116,41.604,50.086,6.956
770,2020-02-10,58.00999999999999,,53.22,21.218,49.22,45.392
771,2020-02-11,38.448,52.56400000000001,47.922,101.72,50.928,115.03600000000002
772,2020-02-12,72.244,25.33,26.732,10.534,56.919999999999995,98.938
773,2020-02-13,61.465999999999994,52.762,58.507999999999996,12.682000000000002,58.544,155.18599999999998
774,2020-02-14,24.24,85.714,9.67,56.098,52.792,79.278
775,2020-02-15,54.364,114.85893729372938,,121.324,18.304,49.04600000000001
776,2020-02-16,37.974000000000004,59.12106270627063,24.598,27.031999999999996,66.098,10.882
777,2020-02-17,108.286,5.31,18.896,49.874,72.496,
778,2020-02-18,,16.445999999999998,,91.084,78.286,161.994
779,2020-02-19,110.122,95.94600000000001,52.437999999999995,25.874,84.462,140.128
780,2020-02-20,74.03399999999999,20.148,47.804,48.184,94.992,
781,2020-02-21,60.604,84.624,41.746,26.86,47.206,
782,2020-02-22,74.96,81.02799999999999,34.138,36.658,7.602,
783,2020-02-23,52.764,22.912000000000006,17.878,9.932,136.26,
784,2020-02-24,17.375999999999998,53.228,47.992,20.602,113.094,
785,2020-02-25,36.452,69.53399999999999,27.046,121.106,63.594,
786,2020-02-26,4.866,49.66,50.674,64.642,77.384,
787,2020-02-27,54.95400000000001,1.128,35.442,112.02,130.096,
788,2020-02-28,46.496,46.888,7.454,16.47,76.71600000000001,
789,2020-02-29,45.248,17.946,23.274,10.728,93.85214718614719,
790,2020-03-01,27.8,41.92400000000001,14.588,16.926,76.80985281385281,
791,2020-03-02,85.694,9.89,28.056,37.366,33.628,
792,2020-03-03,65.004,80.084,57.176,25.634,41.218,
793,2020-03-04,56.660000000000004,20.076,2.69,35.562,115.092,
794,2020-03-05,103.224,60.756,23.564,31.012,98.294,
795,2020-03-06,42.028000000000006,133.826,8.597999999999999,30.134,99.51599999999999,
796,2020-03-07,72.188,64.872,0.628,73.506,92.28999999999999,
797,2020-03-08,20.228,64.0,,23.907999999999998,53.224,
798,2020-03-09,,95.664,2.26,73.226,129.288,
799,2020-03-10,30.793999999999997,35.694,27.646,45.902,46.05,
800,2020-03-11,40.458,24.28,35.222,31.323999999999998,106.606,
801,2020-03-12,,,7.588,13.814,110.91000000000001,
802,2020-03-13,25.566000000000003,10.828,,97.068,33.758,
803,2020-03-14,17.274,3.822,19.404,11.068,0.978,
804,2020-03-15,11.004,22.72,,7.606,47.396,
805,2020-03-16,,13.348,5.198,,63.57,
806,2020-03-17,,,,,9.256,
807,2020-03-18,,,,,49.294,
808,2020-03-19,,,,,,
809,2020-03-20,,,,,,
810,2020-03-21,,,,,,
811,2020-03-22,,,3.164,,62.848,
