,start_date,1100 Spruce St,1100 Walnut St,1360 Gillaspie Dr,1500 Pearl St,3172 Broadway,900 Walnut St
812,2020-03-23,,,,,30.68,
813,2020-03-24,,,,,56.47,
814,2020-03-25,,,,,,
815,2020-03-26,,,,,71.674,
816,2020-03-27,,,95.87,,,
817,2020-03-28,,,,,,
818,2020-03-29,,,,,,
819,2020-03-30,,,,,65.582,
820,2020-03-31,,,,,36.77,
821,2020-04-01,,,,,53.519999999999996,
822,2020-04-02,,,,,,
823,2020-04-03,,,,,33.798,
824,2020-04-04,,,9.494,,23.052,
825,2020-04-05,,,,,,
826,2020-04-06,,,,,33.72,
827,2020-04-07,,,1.82,,16.47,
828,2020-04-08,,,4.616,,30.276,
829,2020-04-09,,,0.964,,68.384,
830,2020-04-10,,,,,14.228000000000002,
831,2020-04-11,,,13.388,,47.99,
832,2020-04-12,,,,,,
833,2020-04-13,,,,,,
834,2020-04-14,,,,,,
835,2020-04-15,,,5.48,,,
836,2020-04-16,,,,32.968,,
837,2020-04-17,,,,,,
838,2020-04-18,,,30.604,26.44,,
839,2020-04-19,,,10.114,25.688,,
840,2020-04-20,,,,,90.156,
841,2020-04-21,,,,,63.407999999999994,
842,2020-04-22,,,,,105.63600000000001,
843,2020-04-23,,,,,,
844,2020-04-24,,,,,48.166,
845,2020-04-25,,,5.6240000000000006,,,
846,2020-04-26,,,,,95.128,
847,2020-04-27,,,,,32.358,
848,2020-04-28,,,,26.06,7.218,
849,2020-04-29,,,12.328,,56.564,
850,2020-04-30,,,17.401999999999997,,38.007999999999996,
851,2020-05-01,,,,,66.604,
852,2020-05-02,,,,,35.818,
853,2020-05-03,,,,,,
854,2020-05-04,,,,,52.626000000000005,
855,2020-05-05,,,,,122.71799999999999,
856,2020-05-06,,,,,,
857,2020-05-07,,,2.076,,48.87599999999999,
858,2020-05-08,,,,,32.908,
859,2020-05-09,,,,,66.77097115384615,
860,2020-05-10,,,4.276,,19.393028846153847,
861,2020-05-11,,,,,48.974000000000004,
862,2020-05-12,,,,,39.321999999999996,
863,2020-05-13,,,,,32.844,
864,2020-05-14,,,,2.442,1.68,
865,2020-05-15,,,,,65.634,
866,2020-05-16,,,5.028,,71.498,
867,2020-05-17,,,33.251999999999995,,,6.852
868,2020-05-18,23.094,,,53.14999999999999,59.635999999999996,
869,2020-05-19,48.156000000000006,,76.76599999999999,30.71,10.926,
870,2020-05-20,,,,,54.758,
871,2020-05-21,,,6.154,35.32,38.15599999999999,
872,2020-05-22,57.471999999999994,,18.796,28.544000000000004,25.808,
873,2020-05-23,,19.254,,,6.498,
874,2020-05-24,,,,,,
875,2020-05-25,,,90.62000000000002,,,
876,2020-05-26,,,,,90.25200000000001,
877,2020-05-27,18.896,,50.638,,58.974000000000004,
878,2020-05-28,72.042,,,,,
879,2020-05-29,,,,,74.718,
880,2020-05-30,57.403999999999996,,20.314,,48.766,
881,2020-05-31,24.246,,,23.234,18.916000000000004,
882,2020-06-01,,,,24.334,48.727999999999994,
883,2020-06-02,,,,,55.48,
884,2020-06-03,5.774,,6.378,,89.884,16.93
885,2020-06-04,,,,,36.776,
886,2020-06-05,,,,,50.458,
887,2020-06-06,,,,,11.946,
888,2020-06-07,4.888,,,35.456,,
889,2020-06-08,,,,,45.768,
890,2020-06-09,,,,,33.124,
891,2020-06-10,,36.826,30.034,,58.620000000000005,12.9
892,2020-06-11,9.372,,12.655999999999999,,56.56999999999999,33.78
893,2020-06-12,,,23.2,,25.552,6.742
894,2020-06-13,,,117.14000000000001,,38.948,
895,2020-06-14,1.716,,,,,9.612
896,2020-06-15,,,,,39.44,
897,2020-06-16,,,,,95.69800000000001,
898,2020-06-17,,,40.288,,17.834,19.776000000000003
899,2020-06-18,5.488,15.998,85.03576833976834,,92.87599999999999,
900,2020-06-19,,2.204,63.06823166023166,,12.406,
901,2020-06-20,3.342,9.226,,33.208,,
902,2020-06-21,21.466,28.426000000000002,,,,12.132
903,2020-06-22,,18.406,35.66,12.5,48.147999999999996,
904,2020-06-23,14.792000000000002,21.296,,,30.462,
905,2020-06-24,22.97,0.288,,22.132,,
906,2020-06-25,57.572,,43.274,16.592,65.838,
907,2020-06-26,6.864,,,,115.02600000000001,
908,2020-06-27,12.66,15.828,,,,
909,2020-06-28,,,74.752,31.08,,
910,2020-06-29,9.878,,,,72.51599999999999,
911,2020-06-30,,,33.896,6.45,87.93419704433498,11.59
912,2020-07-01,0.68,,46.652,,80.26125019184593,44.918
913,2020-07-02,19.878,,42.09,14.536,76.9245527638191,71.23839705882354
914,2020-07-03,29.364,,,,91.19999999999999,102.25360294117645
915,2020-07-04,32.762,,8.884,10.558,32.288,
916,2020-07-05,,,143.05200000000002,23.096,,
917,2020-07-06,,,8.78,,73.806,12.052
918,2020-07-07,9.904,,39.622,,156.51199999999997,
919,2020-07-08,,,9.982,,,
920,2020-07-09,16.714,,,,54.129999999999995,
921,2020-07-10,12.344,,7.876,,60.462,30.334000000000003
922,2020-07-11,41.734,,46.914,,51.106,52.922000000000004
923,2020-07-12,3.736,,,,13.45,
924,2020-07-13,9.634,,,11.48,64.084,
925,2020-07-14,,,,12.86,99.082,
926,2020-07-15,22.24,,14.128,,57.896,
927,2020-07-16,,,,,79.99000000000001,35.69
928,2020-07-17,25.631999999999998,,4.708,18.412,92.666,61.1
929,2020-07-18,,,,,22.172,11.388
930,2020-07-19,11.83,,21.656,,8.068,31.688000000000002
931,2020-07-20,11.392,,,,30.07,13.454
932,2020-07-21,13.074,,13.112000000000002,20.382,69.774,
933,2020-07-22,13.146,,21.136000000000003,,,
934,2020-07-23,40.866,,26.952,,76.152,
935,2020-07-24,42.382,,,,109.574,38.488
936,2020-07-25,,,47.094,,,7.554
937,2020-07-26,,,,,71.982,12.94
938,2020-07-27,,,,15.56,49.12,8.864
939,2020-07-28,,,3.386,5.06,148.846,
940,2020-07-29,71.82600000000001,,59.41470125786164,10.378,93.228,
941,2020-07-30,16.66,,77.45129874213838,19.775999999999996,30.978,49.696
942,2020-07-31,20.509999999999998,,11.994,,52.397999999999996,21.144
943,2020-08-01,,,,,,47.944
944,2020-08-02,,,,24.224,70.418,28.002
945,2020-08-03,11.062,,,42.372,37.178,
946,2020-08-04,25.748,,4.306,31.61,75.736,
947,2020-08-05,16.816,,,,40.446,
948,2020-08-06,21.92,,39.27205970149254,13.382,5.294,10.028
949,2020-08-07,,,77.52194029850745,,88.136,53.61
950,2020-08-08,8.582,,57.21600000000001,27.805999999999997,,4.926
951,2020-08-09,26.184,,,26.528,66.132,31.218000000000004
952,2020-08-10,5.424,,,,65.912,59.775999999999996
953,2020-08-11,13.114,,3.626,19.342,38.406,
954,2020-08-12,14.608,,8.548,21.622,26.312,
955,2020-08-13,29.48,,8.112,,102.568,
956,2020-08-14,20.57,,,61.25,85.378,
957,2020-08-15,,,64.64,,32.738,25.424
958,2020-08-16,35.912,,54.312,,,51.104
959,2020-08-17,12.35,,,,67.418,1.088
960,2020-08-18,,,11.116,,71.218,
961,2020-08-19,12.847999999999999,,8.84,,140.322,19.082
962,2020-08-20,20.168,,,,63.992000000000004,75.47
963,2020-08-21,,,,5.666,52.32599999999999,11.028
964,2020-08-22,40.162,,,31.684000000000005,51.760000000000005,38.370000000000005
965,2020-08-23,41.208,,32.80829187396352,6.728,40.316,21.334
966,2020-08-24,11.41,,85.11770812603649,31.409999999999997,64.074,
967,2020-08-25,,,,9.222,52.684,
968,2020-08-26,33.182,,,23.242,,26.22285714285714
969,2020-08-27,17.982,,,14.536,41.344,58.49714285714286
970,2020-08-28,18.5,,,29.694,66.41,21.264
971,2020-08-29,20.592,,,,,9.472
972,2020-08-30,,,12.46,,6.816,25.904
973,2020-08-31,42.29600000000001,,17.657933333333332,,65.032,
974,2020-09-01,1.492,,84.78806666666667,,101.324,20.592
975,2020-09-02,29.154,18.672,3.316,,54.328,89.33600000000001
976,2020-09-03,21.702,,12.266,9.076,63.714,18.96
977,2020-09-04,38.418,,,,37.31,
978,2020-09-05,19.08,8.596,32.184,,11.574,45.396
979,2020-09-06,,22.384,43.006,,48.284,8.41
980,2020-09-07,22.52,,54.676,,58.494,48.23019095477386
981,2020-09-08,115.88000000000001,,,,,0.12180904522613112
982,2020-09-09,,,,,36.782,37.64
983,2020-09-10,14.544,26.224,105.21799999999999,,42.714,11.918
984,2020-09-11,48.464000000000006,,,,121.99,45.998
985,2020-09-12,48.422,2.592,6.676,7.126,67.68799999999999,
986,2020-09-13,74.29,24.306,,,41.698,
987,2020-09-14,,26.364,13.878,,47.106,
988,2020-09-15,,16.586,,,44.024,
989,2020-09-16,15.636,22.498,3.588,,61.878,
990,2020-09-17,17.558,,,16.098,104.138,
991,2020-09-18,13.36,,10.988,12.564,72.422,31.24
992,2020-09-19,3.9879999999999995,23.102,9.83,30.994,68.504,
993,2020-09-20,,,,17.058,31.36,
994,2020-09-21,,,3.722,,34.156,
995,2020-09-22,19.496,,,,52.898,17.31
996,2020-09-23,13.72,,,16.798,41.318,
997,2020-09-24,13.506,21.298000000000002,,,78.634,52.328
998,2020-09-25,4.252,33.676,8.768,,104.744,26.968
999,2020-09-26,5.672,,,4.406,12.254,
1000,2020-09-27,11.092,26.271999999999995,50.30400000000001,,27.37,51.452
1001,2020-09-28,22.552,,6.058,,76.928,38.73599999999999
1002,2020-09-29,,,,,64.552,
1003,2020-09-30,16.718,,42.769999999999996,,58.16,10.666
1004,2020-10-01,34.258,,,,57.848,3.436
1005,2020-10-02,24.87,,,,59.63,16.99
1006,2020-10-03,18.496,8.436,30.970000000000002,23.09,98.14600000000002,33.352000000000004
1007,2020-10-04,11.544,34.488,97.67788524590163,,35.903999999999996,
1008,2020-10-05,68.074,,26.540114754098347,,54.73,
1009,2020-10-06,,9.564,0.196,,76.638,
1010,2020-10-07,12.864,,9.984,,8.166,
1011,2020-10-08,13.372,36.234,20.54,,39.982,
1012,2020-10-09,56.92,,,10.394,59.49,
1013,2020-10-10,13.046,15.844000000000001,26.516,,80.104,
1014,2020-10-11,40.648,,,,44.892,18.740000000000002
1015,2020-10-12,11.925999999999998,,,,23.156,
1016,2020-10-13,,,,,148.748,
1017,2020-10-14,16.232,,,,85.506,
1018,2020-10-15,11.566,,,,45.730000000000004,
1019,2020-10-16,28.268,41.234,1.118,16.518,24.316,18.402
1020,2020-10-17,31.128,34.548,9.896,65.932,36.14,30.77
1021,2020-10-18,,,9.288,,13.44,5.136
1022,2020-10-19,,,11.846,,,25.204
1023,2020-10-20,43.412,,0.082,,38.64,48.412
1024,2020-10-21,13.25,,11.516,,55.364,
1025,2020-10-22,,,,,111.10799999999999,
1026,2020-10-23,40.532000000000004,,22.581999999999997,,51.826,14.442
1027,2020-10-24,37.668,,16.104,23.38,46.83,19.304
1028,2020-10-25,16.856,,,,,
1029,2020-10-26,66.838,,,,,
1030,2020-10-27,17.726,,23.220000000000002,,3.528,
1031,2020-10-28,20.978,16.560000000000002,33.962,13.788,15.3,
1032,2020-10-29,87.3,,7.648,,15.904,
1033,2020-10-30,,,40.492000000000004,22.782,84.13199999999999,24.326
1034,2020-10-31,13.68,29.884,,8.134,2.866,
1035,2020-11-01,,16.696,,3.624,14.378,32.608
1036,2020-11-02,23.514,,7.16,,,
1037,2020-11-03,20.858,,47.72,9.392,74.83,
1038,2020-11-04,13.438,,,21.752000000000002,19.83,23.555999999999997
1039,2020-11-05,,,,40.37,39.736000000000004,17.822
1040,2020-11-06,23.738000000000003,35.480000000000004,104.686,6.136,103.48400000000001,20.682
1041,2020-11-07,13.074,,66.268,1.9,,25.404
1042,2020-11-08,16.062,14.418,,13.764,8.49,10.214
1043,2020-11-09,31.024,,,,10.21,
1044,2020-11-10,,,,,70.984,
1045,2020-11-11,,15.082,,,34.652,
1046,2020-11-12,,,43.172,,23.886000000000003,
1047,2020-11-13,,6.822,,,27.498,12.232
1048,2020-11-14,15.448,48.376000000000005,8.638,28.928,67.926,14.152
1049,2020-11-15,13.438,,0.736,28.612,71.16600000000001,31.510000000000005
1050,2020-11-16,,,,12.378,40.65,
1051,2020-11-17,,5.792,,,60.812,16.396
1052,2020-11-18,8.57,36.04600000000001,,,,
1053,2020-11-19,,,91.18145070422534,,32.774,37.722
1054,2020-11-20,39.366,,10.970549295774639,,3.49,
1055,2020-11-21,41.83200000000001,,7.358,,105.2,
1056,2020-11-22,,,61.238,16.144,81.15599999999999,73.078
1057,2020-11-23,21.716,,,,39.044,
1058,2020-11-24,7.082,,,11.88,57.178,
1059,2020-11-25,,,4.028,,43.04,
1060,2020-11-26,,,,,16.742,
1061,2020-11-27,,,,,,
1062,2020-11-28,9.47,9.376,11.41,7.55,52.51578947368421,
1063,2020-11-29,,,57.35600000000001,,77.97621052631578,13.046
1064,2020-11-30,10.818,4.582,,,,23.216
1065,2020-12-01,,,0.222,,31.97,
1066,2020-12-02,12.866,,,,21.642,
1067,2020-12-03,,,36.566,16.983999999999998,105.39889285714285,48.296
1068,2020-12-04,,,,,53.64310714285716,
1069,2020-12-05,12.533999999999999,6.306,7.196,9.402,25.39,37.914
1070,2020-12-06,6.33,36.636,11.98,,62.924,
1071,2020-12-07,,,,,13.636,
1072,2020-12-08,,,,,6.248,
1073,2020-12-09,7.192,,4.782,,39.275999999999996,
1074,2020-12-10,8.514,28.06,105.97,,29.140000000000008,57.912000000000006
1075,2020-12-11,,3.376,,,2.284,
1076,2020-12-12,8.926,,,36.112,16.392,
1077,2020-12-13,5.652,,58.884,59.852,,
1078,2020-12-14,,,31.814,,36.748,
1079,2020-12-15,15.436,,30.379999999999995,2.572,,25.35
1080,2020-12-16,12.384,,1.56,,8.724,
1081,2020-12-17,36.910000000000004,,,5.684,,
1082,2020-12-18,,,,,39.026,
1083,2020-12-19,13.454,,85.966,16.558,3.142,100.45
1084,2020-12-20,,,,52.36399999999999,,17.804
1085,2020-12-21,7.906,,11.33,,35.001999999999995,
1086,2020-12-22,12.49,6.454,,,42.664,
1087,2020-12-23,39.236,,11.357999999999999,,3.072,53.828
1088,2020-12-24,,,,,37.004,
1089,2020-12-25,,,,13.600000000000001,,
1090,2020-12-26,3.612,,,,,16.876
1091,2020-12-27,13.296,,,98.866,24.528,
1092,2020-12-28,,,9.278,,45.882,9.12
1093,2020-12-29,18.647999999999996,72.522,,,,
1094,2020-12-30,20.473999999999997,,,10.732,48.402,8.462
1095,2020-12-31,,21.762,,,,
1096,2021-01-01,,,,9.51,,
1097,2021-01-02,,24.188000000000002,,,48.508,
1098,2021-01-03,,,,64.53,,
1099,2021-01-04,,,4.152,,31.066,15.638
1100,2021-01-05,5.322,,82.52924025974025,,38.198,
1101,2021-01-06,,41.458,41.61675974025976,19.626,59.208,40.91
1102,2021-01-07,,22.568,,,,
1103,2021-01-08,12.124,,17.558,,83.822,
1104,2021-01-09,12.016,,,12.422,26.746,
1105,2021-01-10,,,6.64,,78.09,
1106,2021-01-11,,,13.038,,24.822,
1107,2021-01-12,,,23.682,,42.12599999999999,18.59
1108,2021-01-13,8.82,,,,60.102000000000004,
1109,2021-01-14,13.332,,2.8440000000000003,,11.522,69.058
1110,2021-01-15,,,3.586,,58.779999999999994,
1111,2021-01-16,23.524,,,,53.006,56.81999999999999
1112,2021-01-17,13.904,,1.696,40.878,26.818,37.786
1113,2021-01-18,,,12.378,,8.632,72.976
1114,2021-01-19,31.812,,,8.064,59.672,
1115,2021-01-20,5.128,,,,77.914,
1116,2021-01-21,,,,,20.684,
1117,2021-01-22,22.943999999999996,,10.416,,62.734,
1118,2021-01-23,,33.052,,,66.882,
1119,2021-01-24,20.358,,,,12.266,25.018
1120,2021-01-25,13.138,,6.702,,52.70000000000001,2.428
1121,2021-01-26,15.298,,,,29.268,
1122,2021-01-27,14.04,,,,33.135999999999996,
1123,2021-01-28,,5.876,69.2,,35.644,
1124,2021-01-29,18.162,,,,63.034,
1125,2021-01-30,11.092,31.042,,0.81,36.978,
1126,2021-01-31,,36.102000000000004,,,65.424,
1127,2021-02-01,73.368,,15.394,,51.03,
1128,2021-02-02,12.53,23.35,,,43.87,
1129,2021-02-03,0.37,,3.946,,85.218,
1130,2021-02-04,13.654,,,,35.406,
1131,2021-02-05,,,,,86.506,
1132,2021-02-06,17.486,33.524,29.768,12.984,8.523999999999997,
1133,2021-02-07,,,,,,25.025999999999996
1134,2021-02-08,,,11.45,,50.494,
1135,2021-02-09,,25.154000000000003,,,67.956,
1136,2021-02-10,29.799999999999997,,32.242,,62.596000000000004,
1137,2021-02-11,30.804000000000002,,25.788000000000004,,34.532,52.89
1138,2021-02-12,10.818,,3.912,,81.85094444444445,
1139,2021-02-13,11.158,,41.166,8.308,30.41905555555556,77.552
1140,2021-02-14,,14.382,,,31.141999999999996,67.91793384223918
1141,2021-02-15,23.452,3.614,41.684,,45.494,21.770066157760823
1142,2021-02-16,,,35.724000000000004,17.038,52.098,
1143,2021-02-17,,,54.034000000000006,,35.044,
1144,2021-02-18,49.728,,31.945999999999998,,18.054000000000002,
1145,2021-02-19,24.5,25.612,29.874,,45.891999999999996,
1146,2021-02-20,,24.426,37.884,23.618,8.77,9.838
1147,2021-02-21,66.418,12.224,5.616,11.91,39.751999999999995,19.246
1148,2021-02-22,7.364,9.598,,,37.326,
1149,2021-02-23,,,92.47400000000002,,49.266,22.38
1150,2021-02-24,18.624,,18.997999999999998,,57.836000000000006,33.078
1151,2021-02-25,,,10.102,,75.612,21.842
1152,2021-02-26,,10.852,69.048,,81.35,
1153,2021-02-27,8.792,86.946,31.888,12.29,37.116,9.764
1154,2021-02-28,19.695999999999998,,,,42.69,64.77
1155,2021-03-01,14.084,33.354,41.077999999999996,,50.644,
1156,2021-03-02,,19.402,10.626000000000001,,43.492000000000004,10.384
1157,2021-03-03,15.396,,16.552,,110.60000000000001,
1158,2021-03-04,38.382,,17.338,,50.99,
1159,2021-03-05,13.512,31.28,,,21.962,
1160,2021-03-06,32.888,9.186,126.562,32.58,5.65,
1161,2021-03-07,33.508,43.454,,19.874,11.204,
1162,2021-03-08,,,,,60.396,10.872
1163,2021-03-09,7.788,43.758,21.252,,46.16,
1164,2021-03-10,49.844,,16.998,48.162,70.594,
1165,2021-03-11,,,35.49,76.66,,55.268
1166,2021-03-12,,,8.702,9.727999999999998,34.448,
1167,2021-03-13,11.538,36.994,,,2.846,
1168,2021-03-14,,,,,,
1169,2021-03-15,,,12.482,,,8.306
1170,2021-03-16,,,,64.18,56.394000000000005,
1171,2021-03-17,,,20.11,,37.672000000000004,
1172,2021-03-18,24.3,57.148,58.71999999999999,65.554,13.748000000000001,20.492
1173,2021-03-19,38.342,25.186,39.492000000000004,,107.80799999999999,
1174,2021-03-20,28.840000000000003,26.582,,10.392,72.578,34.08
1175,2021-03-21,31.669999999999998,5.666,67.526,20.704,,31.378
1176,2021-03-22,12.682000000000002,,30.304000000000002,,,7.129999999999999
1177,2021-03-23,,,6.914000000000001,53.78600000000001,46.007999999999996,
1178,2021-03-24,,1.6,4.094,,29.606,
1179,2021-03-25,20.236,,30.064,,11.062,23.574349442379184
1180,2021-03-26,14.142,16.128,69.57000000000001,,6.11,77.88965055762081
1181,2021-03-27,,2.044,22.834,8.566,,79.72104477611941
1182,2021-03-28,47.724,28.698,90.504,,31.112,117.7769552238806
1183,2021-03-29,46.09,66.652,14.912,72.398,80.964,
1184,2021-03-30,19.270000000000003,45.928,,,,
1185,2021-03-31,65.708,23.924,,50.032,25.282,
1186,2021-04-01,28.482,23.604,33.882000000000005,17.52,56.22,9.518
1187,2021-04-02,81.28200000000001,11.128,43.058,6.074,42.122,77.972
1188,2021-04-03,22.638,6.148,,38.972,19.578000000000003,103.896
1189,2021-04-04,51.120000000000005,,13.624,,79.232,88.208
1190,2021-04-05,13.292000000000002,23.808,57.211999999999996,52.116,51.23,
1191,2021-04-06,,12.292,61.93,,91.956,36.818
1192,2021-04-07,58.084,17.896,41.974,41.208,103.23,42.02196938775511
1193,2021-04-08,34.938,58.31,29.322000000000003,,41.894,5.892030612244898
1194,2021-04-09,34.385999999999996,4.934,,71.188,76.158,23.78
1195,2021-04-10,55.794,40.946000000000005,,56.406,50.936,
1196,2021-04-11,,6.794,31.896,,34.184,71.43
1197,2021-04-12,,12.486,19.544,,16.738,
1198,2021-04-13,3.67,14.39,28.255999999999997,69.95199999999998,30.856000000000005,
1199,2021-04-14,26.543999999999997,7.232,37.372,,37.082,
1200,2021-04-15,,,14.04,,,
1201,2021-04-16,57.958,8.034,49.507999999999996,33.236,27.846,
1202,2021-04-17,,2.858,,74.09599999999999,68.098,
1203,2021-04-18,14.85,7.668,43.19200000000001,12.348,29.501999999999995,22.566000000000003
1204,2021-04-19,,,,94.358,,
1205,2021-04-20,,24.676,17.67,21.984,22.456,
1206,2021-04-21,,,31.162000000000003,,75.144,
1207,2021-04-22,83.664,,13.242,118.132,36.397999999999996,
1208,2021-04-23,39.885999999999996,112.84,27.052,39.14,60.576,
1209,2021-04-24,39.958,25.137999999999998,46.346,19.506,74.78200000000001,
1210,2021-04-25,,17.236,44.732,25.05,85.74,
1211,2021-04-26,12.074,4.416,31.183999999999997,,37.25,
1212,2021-04-27,,16.951999999999998,,12.938,12.56,13.066
1213,2021-04-28,13.61,,,,80.844,
1214,2021-04-29,38.078,18.542,,26.58,37.97,
1215,2021-04-30,99.544,19.628,,26.699999999999996,51.370000000000005,60.54
1216,2021-05-01,6.646,19.398000000000003,,,77.57400000000001,40.571999999999996
1217,2021-05-02,42.468,9.536,43.03399999999999,2.478,31.356,26.548000000000002
1218,2021-05-03,,2.894,7.864000000000001,69.31200000000001,11.324,
1219,2021-05-04,26.448,,,28.482,92.734,37.954
1220,2021-05-05,3.114,32.268,,4.878,98.282,35.260000000000005
1221,2021-05-06,50.162,48.326,28.084,14.358,100.64236105476674,21.354
1222,2021-05-07,34.116,31.106,9.564,9.0,94.24563894523325,36.066
1223,2021-05-08,117.038,18.944000000000003,16.606,17.856,17.822,72.19
1224,2021-05-09,42.43,27.008,66.69,8.064,99.46,42.888
1225,2021-05-10,,,38.69200000000001,,18.08,
1226,2021-05-11,27.560000000000002,27.296,28.732,57.428,18.67,
1227,2021-05-12,13.567999999999998,28.658,29.698,15.952,29.971999999999998,48.480000000000004
1228,2021-05-13,32.192,42.768,,,45.604,
1229,2021-05-14,80.254,6.522,45.14,,118.84,30.224
1230,2021-05-15,71.90400000000001,66.668,,6.28,56.304,25.854
1231,2021-05-16,31.604,22.24,,4.056,57.510000000000005,92.298
1232,2021-05-17,37.002,15.004,,,36.842,25.687999999999995
1233,2021-05-18,55.978,45.436,,,49.342,
1234,2021-05-19,47.230000000000004,28.895999999999997,,9.196,118.57000000000001,28.236000000000004
1235,2021-05-20,36.364,26.698,44.098,21.594,126.074,130.38639016393444
1236,2021-05-21,12.306000000000001,61.524,44.80800000000001,8.668,97.66000000000001,191.11560983606557
1237,2021-05-22,75.738,6.272,30.554,6.588,55.076,68.23
1238,2021-05-23,62.076,95.49,,28.63,41.23,3.514
1239,2021-05-24,29.933999999999997,26.4,,41.646,50.546,19.602
1240,2021-05-25,15.776,75.538,0.31,60.384,30.916,62.34400000000001
1241,2021-05-26,44.572,43.036,,53.144,78.86200000000001,15.616
1242,2021-05-27,29.948000000000004,74.96199999999999,70.842,17.696,106.86645947429668,23.168
1243,2021-05-28,8.764,7.574,68.92654088050314,13.466,252.24449704744245,97.58800000000001
1244,2021-05-29,57.058,42.686,24.797459119496843,10.63,38.509043478260864,57.488
1245,2021-05-30,61.23400000000001,10.546,,5.116,57.37599999999999,33.094
1246,2021-05-31,70.886,31.26,11.782,21.740000000000002,86.682,19.338
1247,2021-06-01,8.34,122.38600000000001,2.922,51.412000000000006,5.3180000000000005,26.664
1248,2021-06-02,,47.362,1.056,10.922,110.44,26.706
1249,2021-06-03,40.279999999999994,62.989999999999995,9.894,27.61,41.488,16.818
1250,2021-06-04,27.548000000000002,41.524,17.278,,60.798,63.028000000000006
1251,2021-06-05,36.096000000000004,18.094,35.43,34.37,45.438,8.85
1252,2021-06-06,16.598,26.326,,17.61,87.75,42.858
1253,2021-06-07,12.204,,,109.394,54.007999999999996,14.966
1254,2021-06-08,,119.73,25.631999999999998,39.837999999999994,103.88799999999999,10.038
1255,2021-06-09,32.326,23.851999999999997,6.318,39.176,9.2,22.014
1256,2021-06-10,73.684,124.46000000000001,32.416,14.97,43.36,4.932
1257,2021-06-11,111.008,11.538,23.572000000000003,46.17,120.542,60.528
1258,2021-06-12,34.098,108.13,,106.316,51.488,55.812
1259,2021-06-13,30.654000000000003,39.822,,79.922,65.206,38.908
1260,2021-06-14,68.932,67.134,7.392,73.816,36.344,17.71
1261,2021-06-15,65.45400000000001,81.378,3.764,45.582,6.082,85.786
1262,2021-06-16,73.588,49.788000000000004,,62.089999999999996,90.976,57.64862773722628
1263,2021-06-17,70.516,11.332,,9.74,62.358000000000004,42.24737226277372
1264,2021-06-18,70.656,50.942,34.43,41.574,78.272,81.542
1265,2021-06-19,87.944,50.482,,94.334,30.168,160.86
1266,2021-06-20,58.074,40.678,0.002,59.004,33.483999999999995,113.872
1267,2021-06-21,20.305999999999997,,7.192,74.942,76.03399999999999,
1268,2021-06-22,44.742,38.338,,,145.748,52.742
1269,2021-06-23,16.898,23.792,,60.050000000000004,103.53,68.888
1270,2021-06-24,41.59,66.2,4.452,,64.13,29.798000000000002
1271,2021-06-25,63.766,94.77,,133.98399999999998,31.223999999999997,33.95
1272,2021-06-26,32.652,51.174,,41.596000000000004,62.013999999999996,73.35799999999999
1273,2021-06-27,41.192,27.244000000000003,17.904,56.168000000000006,15.414,43.59
1274,2021-06-28,15.858,16.77,4.06,48.836,144.424,2.648
1275,2021-06-29,19.292,72.104,8.644,41.928,87.466,44.712
1276,2021-06-30,20.760000000000005,50.245999999999995,,23.561999999999998,76.14,47.556
1277,2021-07-01,33.244,60.574000000000005,20.486,2.34,144.684,52.168
1278,2021-07-02,74.596,24.566,,59.896,97.132,55.696
1279,2021-07-03,27.592,44.510000000000005,3.498,164.51000000000002,60.318,127.28199999999998
1280,2021-07-04,12.15,34.944,54.89,,23.792,
1281,2021-07-05,16.452,74.354,9.894,15.602,10.398,70.40599999999999
1282,2021-07-06,15.902000000000001,64.48400000000001,15.97,34.635999999999996,91.174,12.446
1283,2021-07-07,19.428,31.468,112.11399999999999,86.084,88.16399999999999,30.482000000000003
1284,2021-07-08,9.74,82.918,,32.068,71.84,52.90677372262774
1285,2021-07-09,36.559999999999995,40.26,7.664,72.936,67.52199999999999,63.69459328073927
1286,2021-07-10,84.26,62.08,41.60600000000001,32.052,45.982,108.94070598933372
1287,2021-07-11,24.296,39.832,13.15,54.546,14.908,84.73392700729927
1288,2021-07-12,59.66,23.016,,5.788,49.184000000000005,
1289,2021-07-13,44.257999999999996,63.486000000000004,,,30.794,9.054
1290,2021-07-14,,56.658,36.132000000000005,27.528000000000002,88.652,57.658
1291,2021-07-15,26.080000000000002,38.856,60.48,46.300000000000004,135.89600000000002,18.784
1292,2021-07-16,66.022,91.55199999999999,3.532,,76.406,136.37518657028113
1293,2021-07-17,45.59,106.222,3.142,101.388,70.60799999999999,180.44881342971888
1294,2021-07-18,132.33,81.564,,19.58,78.162,196.29298203592816
1295,2021-07-19,,66.776,7.772,48.922000000000004,111.25200000000001,111.41679400573852
1296,2021-07-20,124.082,42.06400000000001,,46.596000000000004,133.13400000000001,35.91822395833334
1297,2021-07-21,29.630000000000003,23.084,,42.116,96.23,125.79934591194969
1298,2021-07-22,19.178,17.602000000000004,2.786,27.402,76.472,150.5866540880503
1299,2021-07-23,38.854,66.204,,65.88,51.870000000000005,120.62200000000001
1300,2021-07-24,72.754,54.74770443349754,22.116,53.694,48.702000000000005,239.06
1301,2021-07-25,35.12,41.64829556650246,56.089999999999996,6.628,22.098,52.82
